startup_id,industry,founding_year,macro_climate,market_size_score,competition_intensity,founder_prior_exits,prior_failures,domain_experience_years,technical_cofounder,n_cofounders,cofounder_conflict,team_completeness,age_of_founder,funding_path,total_raised_usd,monthly_burn_rate,runway_months,product_market_fit_score,did_customer_validation,premature_scaling,pivots,unit_economics_score,marketing_effectiveness,weekly_hours,years_to_outcome,failure_reason,outcome,survived_5y,failed
STP000130,food_bev,2013,3.4,2.5,5.7,0,0,4.0,0,1,2.4,7.0,37,bootstrapped,28000.0,1200.0,23.3,5.8,0,0,3,3.8,2.7,66,4.8,survived,acquired,1,0
STP000131,services,2010,3.7,7.5,4.6,1,0,2.5,0,3,4.3,6.8,22,angel,137000.0,7000.0,19.6,3.8,0,0,0,4.4,6.2,74,18.0,survived,still_operating,1,0
STP000132,healthtech,2013,9.0,7.2,8.7,0,0,3.9,1,3,8.9,5.3,31,bootstrapped,11000.0,500.0,22.0,3.5,0,1,0,5.8,8.8,78,8.8,survived,still_operating,1,0
STP000133,tech_saas,2019,1.7,4.2,3.2,0,0,4.8,1,4,5.6,7.9,42,bootstrapped,25000.0,1700.0,14.7,0.2,0,1,2,5.7,1.9,72,6.5,survived,still_operating,1,0
STP000134,consumer_app,2015,5.1,5.5,4.9,0,1,0.7,1,2,5.1,6.7,38,bootstrapped,41000.0,2700.0,15.2,0.9,1,1,0,9.7,3.9,54,0.9,no_market_need,failed,0,1
STP000135,marketplace,2019,2.8,3.6,2.1,0,0,0.7,0,3,6.2,4.7,20,vc_seed,2585000.0,78800.0,32.8,8.9,0,0,2,8.2,6.8,65,14.9,survived,still_operating,1,0
STP000136,fintech,2014,8.2,3.3,3.8,0,1,3.5,1,2,4.3,4.7,40,bootstrapped,22000.0,1200.0,18.3,5.2,0,0,0,6.6,6.4,49,11.6,survived,still_operating,1,0
STP000137,ecommerce,2010,7.0,4.6,5.7,1,0,3.3,1,2,2.9,8.2,46,vc_series_a_plus,34397000.0,2064800.0,16.7,6.4,1,0,2,8.0,3.2,68,3.1,ran_out_of_cash,failed,0,1
STP000138,hardware,2012,5.2,2.6,5.2,2,0,4.4,0,2,7.8,2.1,33,vc_seed,1694000.0,46900.0,36.1,2.8,0,0,1,3.2,3.8,70,1.1,outcompeted,failed,0,1
STP000139,fintech,2019,2.7,3.8,5.0,0,1,6.3,0,3,4.9,4.2,28,bootstrapped,26000.0,1600.0,16.2,4.2,0,0,1,1.2,5.1,55,2.3,no_market_need,failed,0,1
STP000140,tech_saas,2020,2.5,4.7,5.0,0,0,2.6,1,2,4.1,4.0,44,bootstrapped,19000.0,900.0,21.1,4.3,1,1,2,5.4,6.8,64,6.5,ran_out_of_cash,failed,1,1
STP000141,fintech,2010,4.3,3.8,6.0,0,1,8.2,0,2,4.2,3.3,36,vc_series_a_plus,5283000.0,198400.0,26.6,0.4,0,0,1,5.1,4.4,60,2.5,no_market_need,failed,0,1
STP000142,agriculture,2018,6.3,3.5,8.2,0,0,7.6,1,3,4.1,4.9,43,vc_seed,2012000.0,56700.0,35.5,3.5,1,0,1,7.0,5.7,71,14.5,survived,still_operating,1,0
STP000143,services,2016,5.4,6.6,6.4,1,3,14.8,0,4,6.9,8.0,46,bootstrapped,32000.0,1200.0,26.7,3.3,0,1,0,5.2,4.4,48,1.4,no_market_need,failed,0,1
STP000144,food_bev,2017,4.7,2.7,5.5,1,1,6.5,0,4,0.8,2.7,47,bootstrapped,24000.0,800.0,30.0,3.9,1,0,0,5.9,6.2,62,3.8,survived,still_operating,1,0
STP000145,food_bev,2021,5.6,5.8,8.5,0,0,2.0,1,2,8.6,8.9,30,vc_seed,376000.0,19000.0,19.8,6.1,0,0,0,3.7,7.3,58,13.1,survived,still_operating,1,0
STP000146,fintech,2019,3.5,3.0,5.1,0,0,2.8,1,1,2.2,7.0,32,vc_seed,1851000.0,90700.0,20.4,5.0,0,1,3,3.0,4.2,62,2.4,ran_out_of_cash,failed,0,1
STP000147,biotech,2017,4.3,7.8,4.3,1,0,1.5,1,2,9.4,2.6,33,bootstrapped,3000.0,500.0,6.0,4.8,1,1,3,4.3,2.4,62,3.4,no_market_need,failed,0,1
STP000148,services,2015,8.3,3.8,7.0,1,1,4.5,0,2,4.5,3.5,30,vc_series_a_plus,4457000.0,332900.0,13.4,1.0,1,0,1,3.7,4.3,46,1.3,outcompeted,failed,0,1
STP000149,food_bev,2009,2.3,4.3,5.1,0,0,4.0,1,3,7.1,8.7,27,angel,88000.0,2300.0,38.3,5.1,0,0,1,2.8,1.8,58,10.9,survived,still_operating,1,0
STP000150,fintech,2016,8.3,5.7,7.3,1,0,2.3,1,4,5.1,0.2,34,bootstrapped,35000.0,3500.0,10.0,0.0,1,0,0,4.8,6.5,55,1.4,ran_out_of_cash,failed,0,1
STP000151,services,2017,0.9,6.1,6.9,0,1,7.8,1,1,4.2,8.3,51,bootstrapped,11000.0,500.0,22.0,4.9,0,1,0,0.8,7.2,61,8.0,survived,still_operating,1,0
STP000152,tech_saas,2021,5.3,2.4,4.2,1,0,9.3,1,2,4.4,4.4,42,bootstrapped,45000.0,1900.0,23.7,4.2,1,1,0,6.2,5.3,51,3.5,no_market_need,failed,0,1
STP000153,services,2014,0.5,3.2,7.2,0,1,4.7,1,1,0.0,5.2,24,bootstrapped,47000.0,3000.0,15.7,3.5,0,1,0,2.7,1.8,55,7.8,no_market_need,failed,1,1
STP000154,tech_saas,2018,6.6,0.0,3.5,0,1,3.2,1,4,0.7,5.1,28,angel,37000.0,1100.0,33.6,1.8,1,0,0,6.6,6.0,62,18.0,survived,still_operating,1,0
STP000155,food_bev,2008,4.7,1.8,3.0,0,0,5.3,0,1,8.6,4.0,29,vc_seed,2921000.0,101900.0,28.7,3.7,1,0,2,2.6,6.5,66,6.1,no_market_need,failed,1,1
STP000156,tech_saas,2019,3.8,2.9,9.8,0,0,2.9,0,1,5.1,3.2,25,vc_series_a_plus,9611000.0,486800.0,19.7,5.7,1,0,1,2.1,3.6,78,6.5,ran_out_of_cash,failed,1,1
STP000157,biotech,2013,5.2,1.5,4.0,0,0,6.0,1,1,5.1,3.2,33,vc_seed,1792000.0,93700.0,19.1,0.4,0,1,0,3.7,0.6,70,2.2,no_market_need,failed,0,1
STP000158,food_bev,2021,3.1,1.7,5.7,0,1,14.8,0,3,5.6,6.6,36,bootstrapped,14000.0,500.0,28.0,3.1,0,0,1,5.1,6.3,67,3.6,no_market_need,failed,0,1
STP000159,marketplace,2018,1.7,2.3,3.3,0,0,1.2,1,2,3.0,5.7,35,bootstrapped,55000.0,2300.0,23.9,2.0,0,1,2,3.4,6.2,46,1.1,team_conflict,failed,0,1
STP000160,fintech,2011,7.9,8.5,3.4,0,1,3.3,1,1,4.5,9.2,45,vc_seed,973000.0,75500.0,12.9,7.4,1,0,0,7.2,5.5,82,2.1,no_market_need,failed,0,1
STP000161,marketplace,2013,1.4,0.0,5.4,0,0,4.1,1,2,8.9,5.6,26,bootstrapped,9000.0,500.0,18.0,3.4,0,0,0,6.7,6.5,76,16.6,survived,still_operating,1,0
STP000162,healthtech,2014,6.1,7.1,8.7,2,1,5.9,0,3,2.0,5.4,42,angel,11000.0,600.0,18.3,4.4,1,0,0,5.1,3.2,41,4.8,survived,still_operating,1,0
STP000163,ecommerce,2021,8.5,7.2,9.2,1,0,6.1,1,3,3.7,4.8,37,angel,291000.0,16500.0,17.6,3.8,1,0,0,4.0,4.4,57,16.1,survived,still_operating,1,0
STP000164,consumer_app,2012,5.2,6.2,4.7,0,0,10.8,0,2,2.4,7.9,41,bootstrapped,23000.0,1000.0,23.0,6.8,0,0,1,7.8,3.6,48,5.7,survived,still_operating,1,0
STP000165,food_bev,2014,4.5,4.8,2.0,0,0,7.7,0,1,5.7,2.5,40,vc_seed,1028000.0,31100.0,33.1,3.3,0,1,3,4.0,2.4,60,6.3,no_market_need,failed,1,1
STP000166,services,2012,7.5,2.1,6.7,0,0,0.8,0,2,5.5,1.9,39,bootstrapped,23000.0,900.0,25.6,2.5,1,0,0,0.0,6.5,35,1.8,no_market_need,failed,0,1
STP000167,tech_saas,2017,5.9,9.3,5.8,0,0,6.3,1,2,5.1,7.1,28,angel,46000.0,4200.0,11.0,9.1,0,0,0,3.9,5.7,60,2.7,no_market_need,failed,0,1
STP000168,ecommerce,2019,6.4,5.6,8.3,0,1,3.7,1,1,3.7,4.9,19,vc_series_a_plus,1234000.0,69200.0,17.8,5.4,1,1,1,7.1,5.7,70,4.5,survived,acquired,1,0
STP000169,marketplace,2019,4.6,8.2,4.0,1,0,5.3,0,2,6.0,2.3,26,vc_series_a_plus,14294000.0,435000.0,32.9,8.3,0,0,1,3.1,4.5,74,2.2,product_issues,failed,0,1
STP000170,fintech,2014,3.1,8.8,7.4,0,0,12.4,1,1,4.1,6.1,38,vc_series_a_plus,3490000.0,190500.0,18.3,6.5,1,0,1,4.6,5.4,64,1.1,no_market_need,failed,0,1
STP000171,tech_saas,2012,2.3,3.5,4.9,2,0,1.1,0,2,6.0,4.6,33,vc_seed,1345000.0,46800.0,28.7,5.1,1,0,0,3.5,5.1,73,12.9,survived,still_operating,1,0
STP000172,tech_saas,2020,3.8,8.8,5.2,1,0,1.5,0,3,3.8,4.8,36,angel,138000.0,17100.0,8.1,7.7,1,1,2,10.0,3.8,49,6.9,ran_out_of_cash,failed,1,1
STP000173,healthtech,2011,4.0,8.4,4.6,0,2,4.8,0,2,5.1,2.2,35,angel,158000.0,39500.0,4.0,4.7,1,0,0,9.3,8.5,59,12.9,ran_out_of_cash,failed,1,1
STP000174,healthtech,2013,4.5,9.1,8.1,1,1,0.3,1,3,5.8,5.3,24,bootstrapped,7000.0,700.0,10.0,5.8,1,0,2,7.1,2.7,66,3.4,team_conflict,failed,0,1
STP000175,tech_saas,2020,4.2,4.7,3.5,0,0,3.8,1,4,8.6,4.6,28,angel,447000.0,19500.0,22.9,7.7,1,0,0,5.3,5.5,52,8.0,survived,acquired,1,0
STP000176,food_bev,2019,2.1,8.4,5.6,0,0,10.5,0,3,2.6,5.3,32,bootstrapped,24000.0,800.0,30.0,6.6,1,0,1,6.1,4.8,63,15.0,survived,still_operating,1,0
STP000177,ecommerce,2019,5.3,5.7,5.2,0,0,7.4,1,2,3.5,6.1,48,bootstrapped,21000.0,1200.0,17.5,2.8,0,1,0,3.4,4.5,57,3.5,no_market_need,failed,0,1
STP000178,services,2011,4.4,5.5,3.7,0,1,7.8,1,2,1.9,3.3,24,vc_seed,2889000.0,187000.0,15.4,3.7,0,1,3,6.8,7.7,57,5.3,pricing_cost,failed,1,1
STP000179,tech_saas,2011,3.3,7.6,7.4,0,0,5.4,1,2,0.1,4.4,25,vc_seed,2547000.0,83700.0,30.4,5.9,0,0,0,5.5,7.0,73,2.7,survived,still_operating,1,0
STP000180,fintech,2008,4.7,6.2,5.0,0,0,10.9,1,3,1.8,6.4,30,bootstrapped,13000.0,800.0,16.2,3.7,1,1,0,7.8,3.6,50,11.6,survived,still_operating,1,0
STP000181,food_bev,2017,5.7,9.6,7.0,1,1,1.9,1,2,3.2,7.9,22,bootstrapped,23000.0,800.0,28.8,3.2,0,0,1,6.8,4.7,52,8.3,outcompeted,failed,1,1
STP000182,tech_saas,2015,5.7,6.5,3.3,0,0,3.7,0,1,5.9,7.1,34,angel,247000.0,12500.0,19.8,6.2,0,0,3,3.2,5.6,55,3.0,poor_marketing,failed,0,1
STP000183,biotech,2008,5.6,3.4,7.5,0,0,9.3,1,1,6.7,9.2,22,vc_seed,1346000.0,310100.0,4.3,5.2,1,1,3,3.6,1.1,55,2.2,ran_out_of_cash,failed,0,1
STP000184,fintech,2019,2.8,3.6,4.5,0,0,13.1,0,2,4.8,3.8,20,bootstrapped,23000.0,1000.0,23.0,4.9,0,1,2,5.2,4.1,59,5.7,ran_out_of_cash,failed,1,1
STP000185,biotech,2009,0.0,6.7,1.7,0,0,4.5,0,1,3.8,6.3,31,vc_seed,1327000.0,107900.0,12.3,0.6,0,1,1,5.1,5.7,49,6.6,ran_out_of_cash,failed,1,1
STP000186,hardware,2021,1.9,2.4,1.4,0,1,1.6,1,2,4.5,1.8,36,vc_series_a_plus,1755000.0,98400.0,17.8,5.9,0,1,0,3.5,6.4,61,1.4,ran_out_of_cash,failed,0,1
STP000187,fintech,2018,4.6,6.2,9.8,0,1,5.1,1,3,3.9,5.5,29,vc_seed,1311000.0,62200.0,21.1,5.8,1,1,0,6.1,2.9,80,3.2,ran_out_of_cash,failed,0,1
STP000188,consumer_app,2016,5.2,6.3,7.8,0,0,0.5,1,4,6.8,2.9,40,angel,408000.0,10000.0,40.8,2.8,0,0,1,5.7,3.3,38,1.8,poor_marketing,failed,0,1
STP000189,ecommerce,2008,0.4,1.0,9.5,0,1,0.5,0,1,3.7,3.5,28,bootstrapped,51000.0,2700.0,18.9,6.1,1,0,0,6.6,6.9,82,1.0,team_conflict,failed,0,1
STP000190,services,2019,3.1,5.5,10.0,0,1,1.7,0,3,3.3,5.3,35,bootstrapped,14000.0,900.0,15.6,6.0,1,0,3,4.8,4.7,36,6.0,ran_out_of_cash,failed,1,1
STP000191,marketplace,2010,5.6,5.2,2.7,0,1,10.8,0,3,4.6,4.7,39,vc_seed,1850000.0,97200.0,19.0,6.4,0,0,0,2.8,3.9,84,17.7,survived,still_operating,1,0
STP000192,services,2009,5.0,6.4,4.2,1,0,7.5,1,2,0.0,8.8,52,vc_seed,2110000.0,82900.0,25.5,5.8,0,1,0,2.2,7.2,66,13.1,survived,still_operating,1,0
STP000193,food_bev,2009,3.4,7.4,5.2,0,0,1.8,0,1,1.6,6.7,20,vc_seed,1062000.0,43200.0,24.6,7.0,1,0,2,3.3,5.3,67,9.3,survived,still_operating,1,0
STP000194,ecommerce,2013,3.2,4.5,4.7,1,2,6.3,0,2,4.6,5.5,35,bootstrapped,0.0,500.0,3.1,1.2,0,1,1,8.8,5.3,53,3.5,no_market_need,failed,0,1
STP000195,ecommerce,2021,5.5,7.3,7.1,0,0,6.7,1,2,3.6,4.6,44,vc_seed,1628000.0,84100.0,19.4,6.9,1,0,2,1.0,4.6,63,11.3,survived,acquired,1,0
STP000196,agriculture,2021,3.7,0.0,5.5,0,0,1.1,0,1,2.4,4.8,35,angel,153000.0,6800.0,22.5,4.2,0,0,3,7.3,6.2,55,8.5,survived,still_operating,1,0
STP000197,marketplace,2020,5.0,1.6,6.2,0,0,1.1,0,3,7.8,7.4,27,angel,198000.0,12600.0,15.7,4.0,0,0,1,2.3,4.4,37,12.4,no_market_need,failed,1,1
STP000198,fintech,2011,8.2,7.4,6.8,1,0,4.0,0,2,5.9,5.4,49,bootstrapped,154000.0,7700.0,20.0,9.1,1,1,2,6.9,9.5,58,8.8,survived,still_operating,1,0
STP000199,ecommerce,2021,4.0,2.3,6.0,1,0,1.5,1,2,3.8,3.5,20,vc_seed,6076000.0,368900.0,16.5,7.7,1,0,0,9.3,4.5,61,2.9,ran_out_of_cash,failed,0,1
STP000200,hardware,2013,3.4,4.0,6.9,0,0,11.6,0,3,5.6,4.1,38,vc_seed,2184000.0,108100.0,20.2,3.4,0,1,0,6.1,3.4,56,2.1,no_market_need,failed,0,1
STP000201,biotech,2012,7.1,6.5,7.8,0,0,17.5,0,2,3.4,6.0,35,bootstrapped,30000.0,1600.0,18.8,3.0,0,0,2,7.8,2.9,57,9.2,survived,still_operating,1,0
STP000202,marketplace,2008,8.5,0.0,4.5,0,0,9.7,0,1,5.1,4.2,51,vc_seed,3453000.0,255700.0,13.5,9.3,1,0,0,7.9,1.9,58,2.6,no_market_need,failed,0,1
STP000203,ecommerce,2012,2.6,4.1,5.1,1,0,6.6,1,3,2.1,8.0,41,angel,420000.0,21500.0,19.5,4.7,0,0,3,7.2,5.3,64,2.1,ran_out_of_cash,failed,0,1
STP000204,consumer_app,2014,6.5,4.6,3.5,0,2,2.2,1,1,3.0,7.9,23,vc_seed,1091000.0,59500.0,18.3,2.7,0,0,1,9.4,4.7,52,1.1,no_market_need,failed,0,1
STP000205,hardware,2020,6.2,5.8,5.2,0,0,2.5,0,1,2.7,7.8,53,bootstrapped,33000.0,1900.0,17.4,7.7,1,1,3,4.7,7.9,42,2.8,outcompeted,failed,0,1
STP000206,services,2011,5.7,2.2,5.4,0,1,5.6,0,2,4.8,3.9,26,vc_series_a_plus,7282000.0,373500.0,19.5,3.9,1,1,2,1.5,2.2,42,0.5,no_market_need,failed,0,1
STP000207,healthtech,2014,1.1,9.1,8.3,0,0,5.1,1,2,5.7,10.0,36,angel,196000.0,11000.0,17.8,3.4,1,0,3,5.5,7.6,57,9.0,team_conflict,failed,1,1
STP000208,ecommerce,2008,4.1,1.3,7.6,0,0,11.7,0,1,2.2,3.6,30,bootstrapped,2000.0,500.0,4.0,1.9,0,1,2,6.8,0.0,71,13.1,no_market_need,failed,1,1
STP000209,consumer_app,2017,9.0,5.0,7.0,0,0,12.9,1,2,4.1,3.4,30,bootstrapped,41000.0,1800.0,22.8,4.6,0,0,3,4.7,5.8,50,7.6,survived,still_operating,1,0
STP000210,consumer_app,2011,6.6,4.6,7.8,0,0,4.2,0,2,7.2,3.3,22,angel,88000.0,3000.0,29.3,6.4,0,0,1,5.8,5.1,59,2.6,team_conflict,failed,0,1
STP000211,tech_saas,2010,5.7,2.9,1.6,0,0,5.2,0,3,4.8,6.3,23,vc_seed,913000.0,22500.0,40.6,8.6,1,1,2,4.5,7.6,55,8.7,survived,still_operating,1,0
STP000212,services,2012,3.0,3.6,8.3,1,0,2.4,0,2,3.6,6.8,38,vc_series_a_plus,12762000.0,948100.0,13.5,6.4,1,1,2,4.7,6.5,62,6.4,no_market_need,failed,1,1
STP000213,healthtech,2008,1.8,5.4,5.9,0,0,5.3,0,2,4.7,5.4,38,bootstrapped,52000.0,4100.0,12.7,3.3,0,1,0,7.6,5.9,57,2.6,no_market_need,failed,0,1
STP000214,hardware,2008,0.5,2.4,2.4,0,0,4.3,1,4,0.6,6.0,39,angel,407000.0,20400.0,20.0,0.5,0,1,1,1.4,3.3,53,6.6,no_market_need,failed,1,1
STP000215,fintech,2016,6.9,5.7,7.1,0,1,6.5,0,1,6.0,9.1,29,vc_seed,1822000.0,199400.0,9.1,1.7,0,1,2,5.9,2.7,60,2.9,team_conflict,failed,0,1
STP000216,services,2012,6.3,3.4,1.5,0,1,7.8,1,2,1.4,2.4,28,angel,259000.0,8900.0,29.1,0.6,0,1,0,4.2,5.9,57,2.7,outcompeted,failed,0,1
STP000217,healthtech,2021,5.5,0.6,5.5,0,0,4.0,0,2,4.8,8.2,34,angel,80000.0,2600.0,30.8,2.5,0,0,1,5.0,6.4,79,2.8,no_market_need,failed,0,1
STP000218,fintech,2018,4.7,2.7,3.6,0,0,5.5,0,1,3.6,9.5,33,bootstrapped,23000.0,900.0,25.6,9.4,1,1,1,4.0,3.8,59,4.1,survived,still_operating,1,0
STP000219,agriculture,2021,6.5,7.8,4.8,0,2,9.6,1,3,4.9,2.7,34,angel,553000.0,24500.0,22.6,6.3,0,1,3,5.9,4.4,57,4.0,survived,still_operating,1,0
STP000220,consumer_app,2014,8.2,5.0,5.9,0,1,5.4,0,1,1.0,6.3,30,angel,89000.0,3700.0,24.1,6.1,1,1,0,4.5,5.0,60,6.6,survived,still_operating,1,0
STP000221,food_bev,2021,3.0,3.7,3.6,0,0,12.0,0,2,4.4,0.5,40,bootstrapped,10000.0,1100.0,9.1,0.4,1,0,1,5.7,4.9,72,2.3,ran_out_of_cash,failed,0,1
STP000222,agriculture,2016,6.3,7.1,7.8,0,0,7.6,1,2,5.5,9.6,51,bootstrapped,51000.0,2000.0,25.5,6.7,0,1,2,3.7,8.5,51,8.5,survived,still_operating,1,0
STP000223,tech_saas,2008,1.5,3.2,4.2,2,0,8.7,1,3,6.6,5.2,22,angel,127000.0,6900.0,18.4,3.6,0,0,0,7.3,5.0,64,2.0,no_market_need,failed,0,1
STP000224,biotech,2012,6.5,5.5,2.6,0,1,10.1,0,2,8.9,6.7,33,vc_seed,3480000.0,870000.0,4.0,8.5,0,1,1,3.2,3.8,59,6.0,survived,still_operating,1,0
STP000225,fintech,2020,3.7,6.0,5.7,0,0,1.3,0,2,6.7,1.2,28,vc_series_a_plus,11130000.0,361400.0,30.8,4.7,0,1,0,3.7,8.2,47,2.1,ran_out_of_cash,failed,0,1
STP000226,food_bev,2009,1.3,4.6,6.6,0,0,1.0,1,3,6.6,9.5,39,vc_seed,935000.0,65700.0,14.2,10.0,1,1,3,5.6,3.2,57,3.7,survived,acquired,1,0
STP000227,healthtech,2019,4.1,0.6,9.2,0,0,0.7,0,3,1.1,9.9,30,vc_series_a_plus,10216000.0,699200.0,14.6,2.4,0,1,1,6.3,3.1,55,0.4,poor_marketing,failed,0,1
STP000228,healthtech,2013,6.3,6.1,4.5,0,0,4.0,0,1,4.0,1.9,29,bootstrapped,48000.0,6600.0,7.3,5.2,1,0,0,8.3,6.7,37,9.5,survived,still_operating,1,0
STP000229,tech_saas,2008,6.0,2.3,3.7,0,0,21.2,0,2,0.1,3.3,42,bootstrapped,40000.0,2500.0,16.0,6.8,0,0,1,7.7,1.0,62,11.3,survived,still_operating,1,0
STP000230,ecommerce,2016,7.2,7.1,3.1,0,0,3.0,1,3,4.5,5.6,28,bootstrapped,9000.0,800.0,11.2,8.0,1,0,0,2.7,10.0,90,4.8,ran_out_of_cash,failed,0,1
STP000231,fintech,2020,4.6,8.2,4.5,0,0,3.2,0,2,5.0,6.9,23,angel,143000.0,6200.0,23.1,5.1,0,0,2,5.1,6.3,55,3.0,no_market_need,failed,0,1
STP000232,food_bev,2010,2.1,5.8,4.8,0,0,7.1,1,2,5.5,5.4,40,angel,225000.0,25200.0,8.9,8.0,1,1,0,5.0,1.7,40,1.3,product_issues,failed,0,1
STP000233,healthtech,2019,6.4,8.6,6.7,1,0,10.2,1,2,2.5,5.4,30,bootstrapped,1000.0,500.0,2.0,7.5,0,0,1,9.2,1.5,50,1.7,ran_out_of_cash,failed,0,1
STP000234,consumer_app,2009,5.5,5.3,3.6,0,0,9.0,1,2,4.6,5.8,29,angel,119000.0,6200.0,19.2,6.0,0,0,2,8.3,3.5,57,8.0,survived,still_operating,1,0
STP000235,ecommerce,2017,5.3,3.5,8.4,0,1,10.9,1,3,7.8,6.6,31,angel,198000.0,10800.0,18.3,4.5,1,0,2,6.3,6.5,64,6.4,survived,still_operating,1,0
STP000236,ecommerce,2021,6.8,6.4,5.6,0,0,16.3,0,3,3.0,2.8,38,bootstrapped,13000.0,500.0,26.0,8.2,1,1,1,8.1,4.2,75,9.8,survived,still_operating,1,0
STP000237,food_bev,2010,6.7,5.3,7.7,0,0,1.8,1,4,6.6,2.8,39,bootstrapped,23000.0,2800.0,8.2,1.3,1,0,1,1.5,3.5,66,4.8,outcompeted,failed,0,1
STP000238,tech_saas,2015,2.3,1.2,5.4,0,1,11.7,0,1,1.3,5.7,33,vc_seed,662000.0,40300.0,16.4,4.1,0,1,1,1.9,5.9,63,1.7,outcompeted,failed,0,1
STP000239,agriculture,2017,2.9,7.3,4.5,1,1,4.8,0,1,6.0,6.1,33,angel,99000.0,3200.0,30.9,7.2,0,1,1,0.0,4.5,63,1.5,ran_out_of_cash,failed,0,1
STP000240,hardware,2017,4.4,3.7,6.1,0,0,6.4,1,3,3.1,7.0,28,vc_seed,1050000.0,62400.0,16.8,6.0,1,1,2,5.5,7.5,62,13.4,survived,acquired,1,0
STP000241,agriculture,2012,3.8,3.2,1.0,0,0,0.6,0,1,5.2,5.7,43,angel,271000.0,7900.0,34.3,6.6,0,0,1,4.5,5.3,55,14.5,survived,acquired,1,0
STP000242,ecommerce,2016,5.0,6.1,3.2,0,0,12.0,0,1,2.6,6.2,37,bootstrapped,6000.0,500.0,12.0,3.2,1,0,1,7.8,8.8,71,9.9,poor_marketing,failed,1,1
STP000243,tech_saas,2009,2.1,4.2,4.1,1,0,6.1,1,1,2.1,4.0,37,vc_seed,2523000.0,177600.0,14.2,5.7,0,0,2,5.7,5.6,70,1.0,ran_out_of_cash,failed,0,1
STP000244,ecommerce,2015,5.8,4.0,6.2,0,1,5.9,1,3,1.6,8.9,30,vc_seed,1745000.0,108300.0,16.1,5.9,1,0,0,4.8,4.4,67,1.5,outcompeted,failed,0,1
STP000245,consumer_app,2019,8.2,3.1,5.3,1,1,5.3,1,1,5.8,3.7,47,angel,138000.0,5900.0,23.4,4.0,0,0,1,0.8,4.6,68,1.1,ran_out_of_cash,failed,0,1
STP000246,marketplace,2021,6.2,4.3,2.7,0,1,5.3,1,2,3.1,8.0,38,bootstrapped,5000.0,500.0,10.0,3.1,1,0,1,1.2,5.9,62,2.7,pricing_cost,failed,0,1
STP000247,hardware,2017,6.1,5.3,6.8,0,1,20.3,0,2,5.5,2.1,27,vc_seed,2210000.0,95100.0,23.2,5.1,0,0,0,8.0,6.6,60,5.2,no_market_need,failed,1,1
STP000248,hardware,2010,3.7,5.7,5.0,1,1,7.2,0,2,3.8,6.7,36,bootstrapped,25000.0,1900.0,13.2,1.3,1,0,1,5.4,5.1,84,6.5,no_market_need,failed,1,1
STP000249,agriculture,2016,0.9,7.5,4.8,0,1,15.9,0,2,3.1,1.5,31,bootstrapped,28000.0,1400.0,20.0,3.8,1,0,1,5.1,5.1,71,7.0,ran_out_of_cash,failed,1,1
STP000250,consumer_app,2015,7.3,4.8,4.6,0,1,0.7,1,2,4.3,9.0,44,vc_series_a_plus,9797000.0,627700.0,15.6,2.4,0,0,1,4.7,3.6,54,5.4,no_market_need,failed,1,1
STP000251,marketplace,2013,7.7,5.7,7.2,0,0,4.9,0,3,4.8,9.7,41,bootstrapped,25000.0,700.0,35.7,3.3,1,1,3,4.3,7.3,58,10.7,survived,still_operating,1,0
STP000252,ecommerce,2017,4.9,5.1,6.1,0,0,0.6,0,1,4.5,3.0,46,bootstrapped,49000.0,2500.0,19.6,2.6,0,0,0,8.6,5.3,46,2.7,no_market_need,failed,0,1
STP000253,consumer_app,2008,5.5,1.8,2.7,0,1,1.3,0,1,0.0,7.4,19,bootstrapped,4000.0,500.0,8.0,4.7,1,0,1,2.8,1.5,59,4.7,survived,still_operating,1,0
STP000254,healthtech,2009,5.6,1.5,7.8,0,0,6.5,0,4,2.4,4.0,32,angel,66000.0,2900.0,22.8,4.6,1,1,1,6.8,8.5,62,0.7,ran_out_of_cash,failed,0,1
STP000255,fintech,2021,6.4,4.3,1.2,2,0,4.4,0,4,8.4,2.8,37,bootstrapped,1000.0,500.0,2.0,5.2,1,0,0,2.3,2.5,67,15.6,survived,still_operating,1,0
STP000256,marketplace,2015,8.5,2.6,2.7,1,0,1.8,1,2,5.3,3.7,36,angel,26000.0,1000.0,26.0,2.8,0,1,0,0.5,4.0,60,6.4,no_market_need,failed,1,1
STP000257,consumer_app,2013,7.7,2.7,6.6,0,0,8.1,0,2,7.3,6.9,48,vc_seed,2281000.0,100100.0,22.8,0.5,0,1,0,5.1,1.3,56,5.6,legal_regulatory,failed,1,1
STP000258,fintech,2010,5.1,2.4,8.8,0,0,6.3,0,2,1.6,10.0,37,angel,193000.0,11200.0,17.2,7.0,1,0,1,5.3,2.0,59,7.8,survived,still_operating,1,0
STP000259,food_bev,2008,8.1,3.9,5.4,2,0,0.5,1,3,4.8,4.7,30,bootstrapped,13000.0,1000.0,13.0,9.0,1,1,0,6.1,3.9,72,17.6,survived,still_operating,1,0
STP000260,hardware,2019,6.6,1.2,7.9,0,0,4.7,0,2,3.9,5.5,32,vc_series_a_plus,24012000.0,2769600.0,8.7,6.5,0,1,0,1.6,10.0,53,0.9,outcompeted,failed,0,1
STP000261,fintech,2009,2.5,6.4,6.2,0,0,8.7,0,4,3.0,8.7,27,bootstrapped,14000.0,600.0,23.3,5.4,0,1,1,8.5,4.6,49,1.4,ran_out_of_cash,failed,0,1
